,userId,user_group,coherence
0,107576,HDUG,6.259696006361116
1,116343,HEUG,26.545922313439096
2,87441,MEUG,24.35241314159342
3,92046,HDUG,20.353051743702743
4,137299,LEUG,23.210422869447612
5,126267,LEUG,25.734917389110166
6,143833,LEUG,24.792697076749572
7,9580,HDUG,18.871167751587347
8,35478,HDUG,7.918298168852452
9,76613,MDUG,17.49117773263386
10,126310,HEUG,22.20635674008081
11,19850,LDUG,18.801567582136034
12,75839,MDUG,18.13927910199842
13,14400,HDUG,7.90913134876022
14,112598,HDUG,18.05910799967894
15,131923,MEUG,23.77496708964519
16,35221,HDUG,20.511255625232433
17,17080,HEUG,22.357357624986804
18,137915,LEUG,24.217202135820074
19,30936,HDUG,13.397808858460856
20,140569,LEUG,23.214680908966514
21,151204,LEUG,24.510541547540377
22,5469,LEUG,30.769211702905455
23,35194,HEUG,22.450066021584966
24,4532,HEUG,21.526027096129333
25,157541,HEUG,24.827907027215325
26,138024,HEUG,22.134118203034973
27,55615,LEUG,22.7649002492513
28,144944,LDUG,17.982177977112062
29,93298,HEUG,22.8246245198998
30,112971,HDUG,18.21583319368718
31,68114,HDUG,18.722541354161937
32,90779,HDUG,19.220908401678617
33,95555,MDUG,20.325117134603595
34,147152,MDUG,21.48712257713994
35,108212,HDUG,20.982931132853476
36,41831,MDUG,6.003925585566582
37,78544,HDUG,16.7370929201582
38,112064,HDUG,20.589803250579767
39,120065,HDUG,16.755289872031735
40,111750,LDUG,20.95504340003572
41,45496,HEUG,21.855162045187267
42,50115,HEUG,25.898113069423154
43,23405,MDUG,16.072591892616952
44,101423,HEUG,22.45377093000711
45,36910,MEUG,23.58695858351395
46,120948,LEUG,27.54327488407916
47,31576,LDUG,17.63554204405407
48,46864,HDUG,16.780297363766916
49,101556,MDUG,22.186982784102213
50,94200,HDUG,21.026237889079606
51,158354,HEUG,22.807033499463618
52,21300,HDUG,17.01957333018308
53,69030,HEUG,22.391648783251277
54,70361,HEUG,21.401457750568145
55,105098,MDUG,18.619423632825043
56,18174,HEUG,22.860904852166126
57,116130,HEUG,24.740988961882067
58,137789,HDUG,20.789860613617936
59,68567,HDUG,20.022082892223363
60,106400,MEUG,24.11515552652553
61,60248,MEUG,23.024389625041593
62,1498,LDUG,20.8268362574283
63,10397,HDUG,20.111475511490806
64,40636,HDUG,16.547374011920777
65,3624,HEUG,21.57146112586317
66,45977,LDUG,20.634282932730372
67,72210,HDUG,17.75035375241314
68,153262,MEUG,24.1685826327951
69,13400,LDUG,21.648179958072713
70,61190,HEUG,24.640785151494015
71,43188,HDUG,20.976247704444066
72,158147,MDUG,21.259379143757133
73,117130,HDUG,21.25252508951448
74,149804,MEUG,27.81208381394479
75,104367,MDUG,20.182256555952872
76,145142,MEUG,25.72543829180335
77,63423,HEUG,22.782251238959176
78,148378,HEUG,29.58950268838031
79,68558,LEUG,28.076660547766856
80,86164,HDUG,18.908350982966503
81,42490,MDUG,15.19553310923228
82,159642,HEUG,22.548992246945524
83,120598,MEUG,22.49884828406634
84,27019,LDUG,19.03047028840518
85,136550,LDUG,18.573211775039294
86,79706,LDUG,19.539569680970086
87,7495,LDUG,22.49908934341214
88,628,MDUG,6.006584260560105
89,61911,HEUG,21.426261177117464
90,144221,LEUG,22.961695577117496
91,124586,LDUG,19.96133476960935
92,27108,HEUG,23.273951938486093
93,121112,HDUG,20.29295449923001
94,156423,LEUG,25.58964057038725
95,81576,LDUG,21.37028770851677
96,50587,HEUG,21.75907839125528
97,156064,HEUG,22.42295232848898
98,72503,HEUG,25.131877822141394
99,12349,HEUG,25.12071915671579
100,119654,MEUG,25.471424277872348
101,76433,HDUG,19.201721916778226
102,75582,HEUG,21.436359493244286
103,132719,HDUG,19.867823481846877
104,48784,HDUG,21.27262207310476
105,81159,HEUG,24.108655041876492
106,122974,MEUG,22.89676261569346
107,100909,HDUG,17.98539200782741
108,121589,HDUG,17.727361377764854
109,25693,HEUG,24.429533483976748
110,158252,MDUG,20.789192851668723
111,96398,LDUG,21.954301848280398
112,89663,HEUG,23.50797285025977
113,113286,HDUG,20.777615415018786
114,8183,MEUG,24.61371563798609
115,91712,HDUG,18.975617123603413
116,123061,HDUG,17.17263769955614
117,69652,HEUG,23.24554548787295
118,150333,HDUG,5.779024225150018
119,35362,HEUG,23.92958324087781
120,47921,HDUG,19.670983043749633
121,95331,HEUG,22.847657159446317
122,34676,LDUG,17.992863836593255
123,20645,LEUG,24.291682480469046
124,46571,LEUG,25.552118535256298
125,110905,MDUG,19.211916260393032
126,121438,HEUG,24.537759441331982
127,158600,HEUG,22.243207956957537
128,76710,HEUG,27.48675813979763
129,120356,HDUG,18.232917620565487
130,85722,HDUG,20.648019125549478
131,146548,LDUG,17.40974854444011
132,137377,LDUG,21.100273033547804
133,80978,HEUG,23.491262337661933
134,23232,MEUG,24.40323421624612
135,11803,LDUG,19.942150558962947
